"","line","invasive1","cost1","y1","spec101","spec251","prot251","prot501","invasive2","cost2","y2","spec102","spec252","prot252","prot502","invasive3","cost3","y3","spec103","spec253","prot253","prot503","respid","male","agegr","q1","q2","q3","q4","q4_other","q5_1","q5_2","q5_3","q6","q7","q9_1","q9_2","q9_3","q9_4","q9_5","q9_6","q9_7","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","block","choice1","choice2","choice3","choice4","choice5","choice6","q22_1","q22_2","q22_3","q22_4","q22_5","q22_6","q22_7","q22_8","q22_9","q22_10","q23_1","q23_2","q24_1","q24_2","q24_3","q24_4","q24_5","q24_6","q24_7","q25_1","q25_2","q28","angling","scuba","q31","q32","q33","q34","earner","q36_1","q36_2","q36_3","edu","job","age","country","dist_db","dist_coast","dist_nsea","dist2_db","dist2_coast","dist2_nsea","inttime","resumed","income","lnincome","hhsize","children","child","firstcard","job1","job2","job3","job4","job5","job6","job7","job8","certainty1","certainty2","certainty3","certainty4","certainty5","certainty6","certainty","status","secfish","secrenew","secoil","secmarine","marinesector","coast1m","coast2m","coast4m","coast6m","coast10m","coast25m","coast50m","tottime","lntottime","tottimek","tottimek2","incomek","id","set","ASC21","ASC22","ASC23","ASC31","ASC32","ASC33"
"5634",5634,1,0,0,0,0,0,0,1,60,1,1,0,0,1,0,60,0,0,1,0,0,2549,1,3,0,1,3,2,NA,1,1,1,1,1,1,0,2,3,0,0,0,1,1,1,1,1,1,1,0,1,3,2,3,2,3,2,1,2,1,3,4,3,3,4,3,4,4,2,3,4,2,3,4,2,3,3,3,2,3,0,0,0,3,2,4,3,1,0,2,0,5,1,44,1,288.285034179688,52.002082824707,52.002082824707,294.947998046875,61.1420783996582,61.1420783996582,7,1,2500,7.8240461,2,0,0,3,1,0,0,0,0,0,0,0,2,3,4,3,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,1,420,6.0402546,0.41999999,0.17639999,2.5,939,6,0,1,0,0,0,1
"5635",5635,1,0,1,0,0,0,0,0,30,0,0,0,1,0,0,30,0,0,1,0,0,2550,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,3,0,NA,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,4,6,2,1,0,3,0,3,5,54,3,515.222961425781,22.5786304473877,212.901275634766,526.620666503906,0.634926617145538,201.581619262695,17.870001,1,1500,7.3132205,3,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,1,1072.2001,6.977468,1.0722001,1.149613,1.5,940,1,0,1,0,0,0,1
"5636",5636,1,0,1,0,0,0,0,1,30,0,0,0,0,1,1,10,0,0,1,1,0,2550,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,3,0,NA,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,4,6,2,1,0,3,0,3,5,54,3,515.222961425781,22.5786304473877,212.901275634766,526.620666503906,0.634926617145538,201.581619262695,17.870001,1,1500,7.3132205,3,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,1,1072.2001,6.977468,1.0722001,1.149613,1.5,940,2,0,1,0,0,0,1
"5637",5637,1,0,1,0,0,0,0,1,30,0,0,1,0,0,1,60,0,0,0,0,1,2550,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,3,0,NA,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,4,6,2,1,0,3,0,3,5,54,3,515.222961425781,22.5786304473877,212.901275634766,526.620666503906,0.634926617145538,201.581619262695,17.870001,1,1500,7.3132205,3,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,1,1072.2001,6.977468,1.0722001,1.149613,1.5,940,3,0,1,0,0,0,1
"5638",5638,1,0,1,0,0,0,0,1,5,0,1,0,1,0,0,20,0,1,0,0,1,2550,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,3,0,NA,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,4,6,2,1,0,3,0,3,5,54,3,515.222961425781,22.5786304473877,212.901275634766,526.620666503906,0.634926617145538,201.581619262695,17.870001,1,1500,7.3132205,3,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,1,1072.2001,6.977468,1.0722001,1.149613,1.5,940,4,0,1,0,0,0,1
"5639",5639,1,0,1,0,0,0,0,0,10,0,0,1,0,1,1,20,0,1,0,0,0,2550,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,3,0,NA,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,4,6,2,1,0,3,0,3,5,54,3,515.222961425781,22.5786304473877,212.901275634766,526.620666503906,0.634926617145538,201.581619262695,17.870001,1,1500,7.3132205,3,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,1,1072.2001,6.977468,1.0722001,1.149613,1.5,940,5,0,1,0,0,0,1
"5640",5640,1,0,1,0,0,0,0,0,60,0,0,1,0,0,1,10,0,1,0,1,0,2550,1,4,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,3,0,NA,3,0,0,0,0,0,0,0,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,2,4,6,2,1,0,3,0,3,5,54,3,515.222961425781,22.5786304473877,212.901275634766,526.620666503906,0.634926617145538,201.581619262695,17.870001,1,1500,7.3132205,3,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,1,1072.2001,6.977468,1.0722001,1.149613,1.5,940,6,0,1,0,0,0,1
"5641",5641,1,0,0,0,0,0,0,0,30,0,0,0,1,0,0,30,1,0,1,0,0,2556,1,4,0,3,NA,NA,NA,NA,NA,NA,1,0,2,0,3,1,0,0,0,0,NA,2,0,1,1,1,1,0,1,4,3,2,3,3,2,1,2,2,3,3,4,2,2,4,4,4,2,1,3,3,4,4,4,4,4,3,4,0,1,0,3,1,4,6,1,0,1,0,2,4,46,1,512.648498535156,0.140816137194633,112.613159179688,459.779541015625,0.706676959991455,60.7645797729492,17.469999,1,8000,8.9871969,1,0,0,2,0,0,0,1,0,0,0,0,3,4,3,4,3,3,20,0,1,0,0,0,1,1,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,8,941,1,0,1,0,0,0,1
"5642",5642,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,2556,1,4,0,3,NA,NA,NA,NA,NA,NA,1,0,2,0,3,1,0,0,0,0,NA,2,0,1,1,1,1,0,1,4,3,2,3,3,2,1,2,2,3,3,4,2,2,4,4,4,2,1,3,3,4,4,4,4,4,3,4,0,1,0,3,1,4,6,1,0,1,0,2,4,46,1,512.648498535156,0.140816137194633,112.613159179688,459.779541015625,0.706676959991455,60.7645797729492,17.469999,1,8000,8.9871969,1,0,0,2,0,0,0,1,0,0,0,0,3,4,3,4,3,3,20,0,1,0,0,0,1,1,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,8,941,2,0,1,0,0,0,1
"5643",5643,1,0,0,0,0,0,0,1,30,0,0,1,0,0,1,60,1,0,0,0,1,2556,1,4,0,3,NA,NA,NA,NA,NA,NA,1,0,2,0,3,1,0,0,0,0,NA,2,0,1,1,1,1,0,1,4,3,2,3,3,2,1,2,2,3,3,4,2,2,4,4,4,2,1,3,3,4,4,4,4,4,3,4,0,1,0,3,1,4,6,1,0,1,0,2,4,46,1,512.648498535156,0.140816137194633,112.613159179688,459.779541015625,0.706676959991455,60.7645797729492,17.469999,1,8000,8.9871969,1,0,0,2,0,0,0,1,0,0,0,0,3,4,3,4,3,3,20,0,1,0,0,0,1,1,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,8,941,3,0,1,0,0,0,1
"5644",5644,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,2556,1,4,0,3,NA,NA,NA,NA,NA,NA,1,0,2,0,3,1,0,0,0,0,NA,2,0,1,1,1,1,0,1,4,3,2,3,3,2,1,2,2,3,3,4,2,2,4,4,4,2,1,3,3,4,4,4,4,4,3,4,0,1,0,3,1,4,6,1,0,1,0,2,4,46,1,512.648498535156,0.140816137194633,112.613159179688,459.779541015625,0.706676959991455,60.7645797729492,17.469999,1,8000,8.9871969,1,0,0,2,0,0,0,1,0,0,0,0,3,4,3,4,3,3,20,0,1,0,0,0,1,1,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,8,941,4,0,1,0,0,0,1
"5645",5645,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,2556,1,4,0,3,NA,NA,NA,NA,NA,NA,1,0,2,0,3,1,0,0,0,0,NA,2,0,1,1,1,1,0,1,4,3,2,3,3,2,1,2,2,3,3,4,2,2,4,4,4,2,1,3,3,4,4,4,4,4,3,4,0,1,0,3,1,4,6,1,0,1,0,2,4,46,1,512.648498535156,0.140816137194633,112.613159179688,459.779541015625,0.706676959991455,60.7645797729492,17.469999,1,8000,8.9871969,1,0,0,2,0,0,0,1,0,0,0,0,3,4,3,4,3,3,20,0,1,0,0,0,1,1,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,8,941,5,0,1,0,0,0,1
"5646",5646,1,0,1,0,0,0,0,0,60,0,0,1,0,0,1,10,0,1,0,1,0,2556,1,4,0,3,NA,NA,NA,NA,NA,NA,1,0,2,0,3,1,0,0,0,0,NA,2,0,1,1,1,1,0,1,4,3,2,3,3,2,1,2,2,3,3,4,2,2,4,4,4,2,1,3,3,4,4,4,4,4,3,4,0,1,0,3,1,4,6,1,0,1,0,2,4,46,1,512.648498535156,0.140816137194633,112.613159179688,459.779541015625,0.706676959991455,60.7645797729492,17.469999,1,8000,8.9871969,1,0,0,2,0,0,0,1,0,0,0,0,3,4,3,4,3,3,20,0,1,0,0,0,1,1,1,1,1,1,1,1,1048.2,6.9548297,1.0481999,1.0987231,8,941,6,0,1,0,0,0,1
"5647",5647,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,60,0,0,1,0,0,2561,1,4,0,1,4,2,NA,4,4,2,0,1,3,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,3,2,3,3,5,3,4,3,5,4,5,5,4,6,4,3,3,5,5,4,5,3,3,1,1,0,3,2,2,4,1,1,4,0,4,1,46,1,449.670043945312,27.0403499603271,33.5624771118164,383.893829345703,11.1784038543701,11.1784038543701,32.369999,2,4000,8.2940493,5,1,1,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1942.2,7.5715766,1.9421999,3.7721407,4,942,1,0,1,0,0,0,1
"5648",5648,1,0,0,0,0,0,0,1,20,1,0,0,0,1,1,5,0,0,0,1,0,2561,1,4,0,1,4,2,NA,4,4,2,0,1,3,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,3,2,3,3,5,3,4,3,5,4,5,5,4,6,4,3,3,5,5,4,5,3,3,1,1,0,3,2,2,4,1,1,4,0,4,1,46,1,449.670043945312,27.0403499603271,33.5624771118164,383.893829345703,11.1784038543701,11.1784038543701,32.369999,2,4000,8.2940493,5,1,1,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1942.2,7.5715766,1.9421999,3.7721407,4,942,2,0,1,0,0,0,1
"5649",5649,1,0,0,0,0,0,0,1,40,1,1,0,1,0,0,20,0,1,0,0,1,2561,1,4,0,1,4,2,NA,4,4,2,0,1,3,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,3,2,3,3,5,3,4,3,5,4,5,5,4,6,4,3,3,5,5,4,5,3,3,1,1,0,3,2,2,4,1,1,4,0,4,1,46,1,449.670043945312,27.0403499603271,33.5624771118164,383.893829345703,11.1784038543701,11.1784038543701,32.369999,2,4000,8.2940493,5,1,1,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1942.2,7.5715766,1.9421999,3.7721407,4,942,3,0,1,0,0,0,1
"5650",5650,1,0,1,0,0,0,0,0,20,0,0,1,0,1,0,5,0,1,0,0,0,2561,1,4,0,1,4,2,NA,4,4,2,0,1,3,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,3,2,3,3,5,3,4,3,5,4,5,5,4,6,4,3,3,5,5,4,5,3,3,1,1,0,3,2,2,4,1,1,4,0,4,1,46,1,449.670043945312,27.0403499603271,33.5624771118164,383.893829345703,11.1784038543701,11.1784038543701,32.369999,2,4000,8.2940493,5,1,1,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1942.2,7.5715766,1.9421999,3.7721407,4,942,4,0,1,0,0,0,1
"5651",5651,1,0,0,0,0,0,0,0,10,0,0,1,1,0,1,20,1,0,0,1,0,2561,1,4,0,1,4,2,NA,4,4,2,0,1,3,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,3,2,3,3,5,3,4,3,5,4,5,5,4,6,4,3,3,5,5,4,5,3,3,1,1,0,3,2,2,4,1,1,4,0,4,1,46,1,449.670043945312,27.0403499603271,33.5624771118164,383.893829345703,11.1784038543701,11.1784038543701,32.369999,2,4000,8.2940493,5,1,1,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1942.2,7.5715766,1.9421999,3.7721407,4,942,5,0,1,0,0,0,1
"5652",5652,1,0,0,0,0,0,0,1,60,1,1,0,0,1,0,60,0,0,1,0,0,2561,1,4,0,1,4,2,NA,4,4,2,0,1,3,0,0,1,2,0,0,1,1,2,0,0,1,1,1,1,1,2,1,2,2,1,3,2,3,3,5,3,4,3,5,4,5,5,4,6,4,3,3,5,5,4,5,3,3,1,1,0,3,2,2,4,1,1,4,0,4,1,46,1,449.670043945312,27.0403499603271,33.5624771118164,383.893829345703,11.1784038543701,11.1784038543701,32.369999,2,4000,8.2940493,5,1,1,3,1,0,0,0,0,0,0,0,5,5,4,5,4,4,27,0,0,0,0,0,0,0,0,0,0,1,1,1,1942.2,7.5715766,1.9421999,3.7721407,4,942,6,0,1,0,0,0,1
"5653",5653,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,2564,1,4,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,3,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,3,2,3,2,3,3,4,3,3,4,2,5,4,2,2,2,2,3,4,5,4,5,1,1,1,1,0,2,1,4,3,1,0,3,0,3,1,51,2,426.894348144531,18.4407424926758,18.4407424926758,396.736419677734,1.93578267097473,1.93578267097473,21.25,1,2500,7.8240461,3,0,0,6,1,0,0,0,0,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1275,7.1507015,1.275,1.6256249,2.5,943,1,0,1,0,0,0,1
"5654",5654,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,2564,1,4,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,3,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,3,2,3,2,3,3,4,3,3,4,2,5,4,2,2,2,2,3,4,5,4,5,1,1,1,1,0,2,1,4,3,1,0,3,0,3,1,51,2,426.894348144531,18.4407424926758,18.4407424926758,396.736419677734,1.93578267097473,1.93578267097473,21.25,1,2500,7.8240461,3,0,0,6,1,0,0,0,0,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1275,7.1507015,1.275,1.6256249,2.5,943,2,0,1,0,0,0,1
"5655",5655,1,0,0,0,0,0,0,1,30,0,0,1,0,0,1,60,1,0,0,0,1,2564,1,4,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,3,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,3,2,3,2,3,3,4,3,3,4,2,5,4,2,2,2,2,3,4,5,4,5,1,1,1,1,0,2,1,4,3,1,0,3,0,3,1,51,2,426.894348144531,18.4407424926758,18.4407424926758,396.736419677734,1.93578267097473,1.93578267097473,21.25,1,2500,7.8240461,3,0,0,6,1,0,0,0,0,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1275,7.1507015,1.275,1.6256249,2.5,943,3,0,1,0,0,0,1
"5656",5656,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,20,1,1,0,0,1,2564,1,4,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,3,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,3,2,3,2,3,3,4,3,3,4,2,5,4,2,2,2,2,3,4,5,4,5,1,1,1,1,0,2,1,4,3,1,0,3,0,3,1,51,2,426.894348144531,18.4407424926758,18.4407424926758,396.736419677734,1.93578267097473,1.93578267097473,21.25,1,2500,7.8240461,3,0,0,6,1,0,0,0,0,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1275,7.1507015,1.275,1.6256249,2.5,943,4,0,1,0,0,0,1
"5657",5657,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,2564,1,4,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,3,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,3,2,3,2,3,3,4,3,3,4,2,5,4,2,2,2,2,3,4,5,4,5,1,1,1,1,0,2,1,4,3,1,0,3,0,3,1,51,2,426.894348144531,18.4407424926758,18.4407424926758,396.736419677734,1.93578267097473,1.93578267097473,21.25,1,2500,7.8240461,3,0,0,6,1,0,0,0,0,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1275,7.1507015,1.275,1.6256249,2.5,943,5,0,1,0,0,0,1
"5658",5658,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,2564,1,4,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,3,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,3,2,3,2,3,3,4,3,3,4,2,5,4,2,2,2,2,3,4,5,4,5,1,1,1,1,0,2,1,4,3,1,0,3,0,3,1,51,2,426.894348144531,18.4407424926758,18.4407424926758,396.736419677734,1.93578267097473,1.93578267097473,21.25,1,2500,7.8240461,3,0,0,6,1,0,0,0,0,0,0,0,4,4,4,4,4,4,24,0,0,0,0,0,0,0,1,1,1,1,1,1,1275,7.1507015,1.275,1.6256249,2.5,943,6,0,1,0,0,0,1
"5659",5659,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,2566,1,3,0,0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,0,0,1,1,2,0,0,0,3,1,1,1,4,2,3,2,2,2,3,2,5,4,4,4,4,4,3,5,5,5,5,4,2,4,4,3,4,4,4,4,0,0,0,2,2,4,2,1,2,2,0,3,1,37,1,323.692535400391,71.0894622802734,71.0894622802734,325.687957763672,76.2137298583984,76.2137298583984,8.6800003,1,1500,7.3132205,4,2,1,4,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,520.80005,6.2553663,0.52080005,0.27123269,1.5,944,1,0,1,0,0,0,1
"5660",5660,1,0,0,0,0,0,0,1,30,0,0,0,0,1,1,10,1,0,1,1,0,2566,1,3,0,0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,0,0,1,1,2,0,0,0,3,1,1,1,4,2,3,2,2,2,3,2,5,4,4,4,4,4,3,5,5,5,5,4,2,4,4,3,4,4,4,4,0,0,0,2,2,4,2,1,2,2,0,3,1,37,1,323.692535400391,71.0894622802734,71.0894622802734,325.687957763672,76.2137298583984,76.2137298583984,8.6800003,1,1500,7.3132205,4,2,1,4,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,520.80005,6.2553663,0.52080005,0.27123269,1.5,944,2,0,1,0,0,0,1
"5661",5661,1,0,0,0,0,0,0,1,30,1,0,1,0,0,1,60,0,0,0,0,1,2566,1,3,0,0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,0,0,1,1,2,0,0,0,3,1,1,1,4,2,3,2,2,2,3,2,5,4,4,4,4,4,3,5,5,5,5,4,2,4,4,3,4,4,4,4,0,0,0,2,2,4,2,1,2,2,0,3,1,37,1,323.692535400391,71.0894622802734,71.0894622802734,325.687957763672,76.2137298583984,76.2137298583984,8.6800003,1,1500,7.3132205,4,2,1,4,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,520.80005,6.2553663,0.52080005,0.27123269,1.5,944,3,0,1,0,0,0,1
"5662",5662,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,2566,1,3,0,0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,0,0,1,1,2,0,0,0,3,1,1,1,4,2,3,2,2,2,3,2,5,4,4,4,4,4,3,5,5,5,5,4,2,4,4,3,4,4,4,4,0,0,0,2,2,4,2,1,2,2,0,3,1,37,1,323.692535400391,71.0894622802734,71.0894622802734,325.687957763672,76.2137298583984,76.2137298583984,8.6800003,1,1500,7.3132205,4,2,1,4,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,520.80005,6.2553663,0.52080005,0.27123269,1.5,944,4,0,1,0,0,0,1
"5663",5663,1,0,0,0,0,0,0,0,10,1,0,1,0,1,1,20,0,1,0,0,0,2566,1,3,0,0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,0,0,1,1,2,0,0,0,3,1,1,1,4,2,3,2,2,2,3,2,5,4,4,4,4,4,3,5,5,5,5,4,2,4,4,3,4,4,4,4,0,0,0,2,2,4,2,1,2,2,0,3,1,37,1,323.692535400391,71.0894622802734,71.0894622802734,325.687957763672,76.2137298583984,76.2137298583984,8.6800003,1,1500,7.3132205,4,2,1,4,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,520.80005,6.2553663,0.52080005,0.27123269,1.5,944,5,0,1,0,0,0,1
"5664",5664,1,0,0,0,0,0,0,0,60,0,0,1,0,0,1,10,1,1,0,1,0,2566,1,3,0,0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,0,0,0,0,1,1,2,0,0,0,3,1,1,1,4,2,3,2,2,2,3,2,5,4,4,4,4,4,3,5,5,5,5,4,2,4,4,3,4,4,4,4,0,0,0,2,2,4,2,1,2,2,0,3,1,37,1,323.692535400391,71.0894622802734,71.0894622802734,325.687957763672,76.2137298583984,76.2137298583984,8.6800003,1,1500,7.3132205,4,2,1,4,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,520.80005,6.2553663,0.52080005,0.27123269,1.5,944,6,0,1,0,0,0,1
"5665",5665,1,0,0,0,0,0,0,0,30,1,0,0,1,0,0,30,0,0,1,0,0,2569,1,4,0,1,6,NA,NA,4,4,4,1,1,1,0,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,2,3,3,2,3,2,3,2,3,4,4,4,5,5,7,3,3,3,4,5,5,4,3,3,0,1,0,3,1,5,3,1,0,1,0,5,1,51,1,349.548278808594,86.305419921875,86.305419921875,324.831909179688,62.0934371948242,62.0934371948242,15.63,1,2500,7.8240461,1,0,0,1,1,0,0,0,0,0,0,0,3,4,4,4,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,937.79999,6.8435369,0.93779999,0.8794688,2.5,945,1,0,1,0,0,0,1
"5666",5666,1,0,0,0,0,0,0,1,30,1,0,0,0,1,1,10,0,0,1,1,0,2569,1,4,0,1,6,NA,NA,4,4,4,1,1,1,0,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,2,3,3,2,3,2,3,2,3,4,4,4,5,5,7,3,3,3,4,5,5,4,3,3,0,1,0,3,1,5,3,1,0,1,0,5,1,51,1,349.548278808594,86.305419921875,86.305419921875,324.831909179688,62.0934371948242,62.0934371948242,15.63,1,2500,7.8240461,1,0,0,1,1,0,0,0,0,0,0,0,3,4,4,4,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,937.79999,6.8435369,0.93779999,0.8794688,2.5,945,2,0,1,0,0,0,1
"5667",5667,1,0,0,0,0,0,0,1,30,0,0,1,0,0,1,60,1,0,0,0,1,2569,1,4,0,1,6,NA,NA,4,4,4,1,1,1,0,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,2,3,3,2,3,2,3,2,3,4,4,4,5,5,7,3,3,3,4,5,5,4,3,3,0,1,0,3,1,5,3,1,0,1,0,5,1,51,1,349.548278808594,86.305419921875,86.305419921875,324.831909179688,62.0934371948242,62.0934371948242,15.63,1,2500,7.8240461,1,0,0,1,1,0,0,0,0,0,0,0,3,4,4,4,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,937.79999,6.8435369,0.93779999,0.8794688,2.5,945,3,0,1,0,0,0,1
"5668",5668,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,20,0,1,0,0,1,2569,1,4,0,1,6,NA,NA,4,4,4,1,1,1,0,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,2,3,3,2,3,2,3,2,3,4,4,4,5,5,7,3,3,3,4,5,5,4,3,3,0,1,0,3,1,5,3,1,0,1,0,5,1,51,1,349.548278808594,86.305419921875,86.305419921875,324.831909179688,62.0934371948242,62.0934371948242,15.63,1,2500,7.8240461,1,0,0,1,1,0,0,0,0,0,0,0,3,4,4,4,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,937.79999,6.8435369,0.93779999,0.8794688,2.5,945,4,0,1,0,0,0,1
"5669",5669,1,0,0,0,0,0,0,0,10,0,0,1,0,1,1,20,1,1,0,0,0,2569,1,4,0,1,6,NA,NA,4,4,4,1,1,1,0,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,4,2,2,3,2,3,3,2,3,2,3,2,3,4,4,4,5,5,7,3,3,3,4,5,5,4,3,3,0,1,0,3,1,5,3,1,0,1,0,5,1,51,1,349.548278808594,86.305419921875,86.305419921875,324.831909179688,62.0934371948242,62.0934371948242,15.63,1,2500,7.8240461,1,0,0,1,1,0,0,0,0,0,0,0,3,4,4,4,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,937.79999,6.8435369,0.93779999,0.8794688,2.5,945,5,0,1,0,0,0,1
