line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,block,q20_1,q20_2,q20_3,q20_4,dq21_1,dq21_2,dq21_3,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q34,edu,job,age,country,inttime,resumed,income,england,scotland,wales,nireland,protest1,protest2,protest3,id,set
4809,0,0,1,0,0,0,0,0,30,0,0,1,0,0,0,60,0,0,0,0,1,2040,0,2,4,2,1,1,2,,,,,,,,,,2,3,4,4,3,5,4,3,4,4,3,5,3,1,2,5,5,4,4,2,2,2,5,2,28,1,9.4300003,1,1500,1,0,0,0,0,0,0,802,3
4810,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,2040,0,2,4,2,1,1,2,,,,,,,,,,2,3,4,4,3,5,4,3,4,4,3,5,3,1,2,5,5,4,4,2,2,2,5,2,28,1,9.4300003,1,1500,1,0,0,0,0,0,0,802,4
4811,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,2040,0,2,4,2,1,1,2,,,,,,,,,,2,3,4,4,3,5,4,3,4,4,3,5,3,1,2,5,5,4,4,2,2,2,5,2,28,1,9.4300003,1,1500,1,0,0,0,0,0,0,802,5
4812,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,2040,0,2,4,2,1,1,2,,,,,,,,,,2,3,4,4,3,5,4,3,4,4,3,5,3,1,2,5,5,4,4,2,2,2,5,2,28,1,9.4300003,1,1500,1,0,0,0,0,0,0,802,6
4813,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2041,0,4,1,1,1,1,2,,,,,,,,,,2,2,4,1,2,2,5,4,5,4,4,6,3,2,4,4,5,5,5,3,3,2,5,2,54,1,932.91998,3,1500,1,0,0,0,0,0,0,803,1
4814,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,2041,0,4,1,1,1,1,2,,,,,,,,,,2,2,4,1,2,2,5,4,5,4,4,6,3,2,4,4,5,5,5,3,3,2,5,2,54,1,932.91998,3,1500,1,0,0,0,0,0,0,803,2
4815,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2041,0,4,1,1,1,1,2,,,,,,,,,,2,2,4,1,2,2,5,4,5,4,4,6,3,2,4,4,5,5,5,3,3,2,5,2,54,1,932.91998,3,1500,1,0,0,0,0,0,0,803,3
4816,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2041,0,4,1,1,1,1,2,,,,,,,,,,2,2,4,1,2,2,5,4,5,4,4,6,3,2,4,4,5,5,5,3,3,2,5,2,54,1,932.91998,3,1500,1,0,0,0,0,0,0,803,4
4817,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2041,0,4,1,1,1,1,2,,,,,,,,,,2,2,4,1,2,2,5,4,5,4,4,6,3,2,4,4,5,5,5,3,3,2,5,2,54,1,932.91998,3,1500,1,0,0,0,0,0,0,803,5
4818,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2041,0,4,1,1,1,1,2,,,,,,,,,,2,2,4,1,2,2,5,4,5,4,4,6,3,2,4,4,5,5,5,3,3,2,5,2,54,1,932.91998,3,1500,1,0,0,0,0,0,0,803,6
4819,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2042,0,4,1,2,1,1,2,,,,,,,,,,3,3,4,3,2,3,3,2,4,2,3,5,3,2,4,3,4,4,4,3,3,2,4,3,51,2,15.55,1,1500,0,1,0,0,0,0,0,804,1
4820,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,2042,0,4,1,2,1,1,2,,,,,,,,,,3,3,4,3,2,3,3,2,4,2,3,5,3,2,4,3,4,4,4,3,3,2,4,3,51,2,15.55,1,1500,0,1,0,0,0,0,0,804,2
4821,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2042,0,4,1,2,1,1,2,,,,,,,,,,3,3,4,3,2,3,3,2,4,2,3,5,3,2,4,3,4,4,4,3,3,2,4,3,51,2,15.55,1,1500,0,1,0,0,0,0,0,804,3
4822,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,2042,0,4,1,2,1,1,2,,,,,,,,,,3,3,4,3,2,3,3,2,4,2,3,5,3,2,4,3,4,4,4,3,3,2,4,3,51,2,15.55,1,1500,0,1,0,0,0,0,0,804,4
4823,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2042,0,4,1,2,1,1,2,,,,,,,,,,3,3,4,3,2,3,3,2,4,2,3,5,3,2,4,3,4,4,4,3,3,2,4,3,51,2,15.55,1,1500,0,1,0,0,0,0,0,804,5
4824,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2042,0,4,1,2,1,1,2,,,,,,,,,,3,3,4,3,2,3,3,2,4,2,3,5,3,2,4,3,4,4,4,3,3,2,4,3,51,2,15.55,1,1500,0,1,0,0,0,0,0,804,6
4825,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,2043,0,1,4,1,1,2,2,,,,,,,,,,3,3,2,3,2,2,4,3,4,5,5,6,3,3,2,4,3,4,4,4,2,3,5,7,21,1,93.550003,1,2500,1,0,0,0,0,0,0,805,1
4826,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,2043,0,1,4,1,1,2,2,,,,,,,,,,3,3,2,3,2,2,4,3,4,5,5,6,3,3,2,4,3,4,4,4,2,3,5,7,21,1,93.550003,1,2500,1,0,0,0,0,0,0,805,2
4827,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,2043,0,1,4,1,1,2,2,,,,,,,,,,3,3,2,3,2,2,4,3,4,5,5,6,3,3,2,4,3,4,4,4,2,3,5,7,21,1,93.550003,1,2500,1,0,0,0,0,0,0,805,3
4828,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,2043,0,1,4,1,1,2,2,,,,,,,,,,3,3,2,3,2,2,4,3,4,5,5,6,3,3,2,4,3,4,4,4,2,3,5,7,21,1,93.550003,1,2500,1,0,0,0,0,0,0,805,4
4829,0,0,0,0,0,0,0,1,10,1,0,1,0,1,0,20,0,1,0,0,0,2043,0,1,4,1,1,2,2,,,,,,,,,,3,3,2,3,2,2,4,3,4,5,5,6,3,3,2,4,3,4,4,4,2,3,5,7,21,1,93.550003,1,2500,1,0,0,0,0,0,0,805,5
4830,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,2043,0,1,4,1,1,2,2,,,,,,,,,,3,3,2,3,2,2,4,3,4,5,5,6,3,3,2,4,3,4,4,4,2,3,5,7,21,1,93.550003,1,2500,1,0,0,0,0,0,0,805,6
4831,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,2044,1,4,3,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,5,4,5,2,7,7,5,5,5,5,5,5,5,5,5,2,3,1,53,1,25.65,1,1500,1,0,0,0,0,0,0,806,1
4832,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,10,1,0,0,0,1,2044,1,4,3,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,5,4,5,2,7,7,5,5,5,5,5,5,5,5,5,2,3,1,53,1,25.65,1,1500,1,0,0,0,0,0,0,806,2
4833,0,0,0,0,0,0,0,1,10,0,1,0,0,0,1,30,1,0,1,0,1,2044,1,4,3,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,5,4,5,2,7,7,5,5,5,5,5,5,5,5,5,2,3,1,53,1,25.65,1,1500,1,0,0,0,0,0,0,806,3
4834,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,2044,1,4,3,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,5,4,5,2,7,7,5,5,5,5,5,5,5,5,5,2,3,1,53,1,25.65,1,1500,1,0,0,0,0,0,0,806,4
4835,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,2044,1,4,3,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,5,4,5,2,7,7,5,5,5,5,5,5,5,5,5,2,3,1,53,1,25.65,1,1500,1,0,0,0,0,0,0,806,5
4836,0,0,0,0,0,0,0,1,10,0,0,0,1,0,1,40,1,0,1,0,1,2044,1,4,3,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,5,4,5,2,7,7,5,5,5,5,5,5,5,5,5,2,3,1,53,1,25.65,1,1500,1,0,0,0,0,0,0,806,6
4837,0,0,0,0,0,0,0,0,40,1,1,0,0,1,0,10,0,1,0,1,0,2045,0,6,1,2,1,2,3,,,,,,,,,,2,1,3,2,1,1,4,2,5,3,3,5,3,5,4,5,3,4,5,5,1,3,5,8,65,1,9.3299999,1,2500,1,0,0,0,0,0,0,807,1
4838,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,2045,0,6,1,2,1,2,3,,,,,,,,,,2,1,3,2,1,1,4,2,5,3,3,5,3,5,4,5,3,4,5,5,1,3,5,8,65,1,9.3299999,1,2500,1,0,0,0,0,0,0,807,2
4839,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2045,0,6,1,2,1,2,3,,,,,,,,,,2,1,3,2,1,1,4,2,5,3,3,5,3,5,4,5,3,4,5,5,1,3,5,8,65,1,9.3299999,1,2500,1,0,0,0,0,0,0,807,3
4840,0,0,0,0,0,0,0,1,40,1,0,0,0,1,0,30,0,0,1,1,0,2045,0,6,1,2,1,2,3,,,,,,,,,,2,1,3,2,1,1,4,2,5,3,3,5,3,5,4,5,3,4,5,5,1,3,5,8,65,1,9.3299999,1,2500,1,0,0,0,0,0,0,807,4
4841,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,2045,0,6,1,2,1,2,3,,,,,,,,,,2,1,3,2,1,1,4,2,5,3,3,5,3,5,4,5,3,4,5,5,1,3,5,8,65,1,9.3299999,1,2500,1,0,0,0,0,0,0,807,5
4842,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,40,1,0,1,0,1,2045,0,6,1,2,1,2,3,,,,,,,,,,2,1,3,2,1,1,4,2,5,3,3,5,3,5,4,5,3,4,5,5,1,3,5,8,65,1,9.3299999,1,2500,1,0,0,0,0,0,0,807,6
4843,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,2047,0,3,3,2,2,2,1,,,,,,,,,,2,2,3,3,2,3,4,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,6,37,1,14.38,1,4000,1,0,0,0,0,0,0,808,1
4844,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,2047,0,3,3,2,2,2,1,,,,,,,,,,2,2,3,3,2,3,4,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,6,37,1,14.38,1,4000,1,0,0,0,0,0,0,808,2
4845,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,2047,0,3,3,2,2,2,1,,,,,,,,,,2,2,3,3,2,3,4,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,6,37,1,14.38,1,4000,1,0,0,0,0,0,0,808,3
4846,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,2047,0,3,3,2,2,2,1,,,,,,,,,,2,2,3,3,2,3,4,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,6,37,1,14.38,1,4000,1,0,0,0,0,0,0,808,4
4847,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,2047,0,3,3,2,2,2,1,,,,,,,,,,2,2,3,3,2,3,4,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,6,37,1,14.38,1,4000,1,0,0,0,0,0,0,808,5
4848,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,2047,0,3,3,2,2,2,1,,,,,,,,,,2,2,3,3,2,3,4,3,4,4,4,5,3,4,4,4,5,4,4,4,4,4,5,6,37,1,14.38,1,4000,1,0,0,0,0,0,0,808,6
4849,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,2048,1,2,2,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,5,3,3,2,2,1,30,1,25.17,2,1500,1,0,0,0,0,0,0,809,1
4850,0,0,1,0,0,0,0,0,20,0,0,0,0,1,0,5,0,0,0,1,0,2048,1,2,2,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,5,3,3,2,2,1,30,1,25.17,2,1500,1,0,0,0,0,0,0,809,2
4851,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,2048,1,2,2,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,5,3,3,2,2,1,30,1,25.17,2,1500,1,0,0,0,0,0,0,809,3
4852,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,2048,1,2,2,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,5,3,3,2,2,1,30,1,25.17,2,1500,1,0,0,0,0,0,0,809,4
4853,0,0,1,0,0,0,0,1,10,0,0,1,1,0,0,20,0,0,0,1,0,2048,1,2,2,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,5,3,3,2,2,1,30,1,25.17,2,1500,1,0,0,0,0,0,0,809,5
4854,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,2048,1,2,2,2,2,2,2,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,7,7,5,5,5,5,5,5,5,3,3,2,2,1,30,1,25.17,2,1500,1,0,0,0,0,0,0,809,6
4855,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,2051,0,1,2,2,1,2,1,,,,,,,,,,1,3,4,3,4,2,5,4,4,2,4,7,5,4,4,3,5,4,4,4,4,4,3,7,18,1,13.22,1,4000,1,0,0,0,0,0,0,810,1
4856,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,2051,0,1,2,2,1,2,1,,,,,,,,,,1,3,4,3,4,2,5,4,4,2,4,7,5,4,4,3,5,4,4,4,4,4,3,7,18,1,13.22,1,4000,1,0,0,0,0,0,0,810,2
4857,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,2051,0,1,2,2,1,2,1,,,,,,,,,,1,3,4,3,4,2,5,4,4,2,4,7,5,4,4,3,5,4,4,4,4,4,3,7,18,1,13.22,1,4000,1,0,0,0,0,0,0,810,3
4858,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,2051,0,1,2,2,1,2,1,,,,,,,,,,1,3,4,3,4,2,5,4,4,2,4,7,5,4,4,3,5,4,4,4,4,4,3,7,18,1,13.22,1,4000,1,0,0,0,0,0,0,810,4
4859,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,2051,0,1,2,2,1,2,1,,,,,,,,,,1,3,4,3,4,2,5,4,4,2,4,7,5,4,4,3,5,4,4,4,4,4,3,7,18,1,13.22,1,4000,1,0,0,0,0,0,0,810,5
4860,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,2051,0,1,2,2,1,2,1,,,,,,,,,,1,3,4,3,4,2,5,4,4,2,4,7,5,4,4,3,5,4,4,4,4,4,3,7,18,1,13.22,1,4000,1,0,0,0,0,0,0,810,6
4861,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,2053,0,1,2,2,2,2,1,,,,,,,,,,3,5,3,4,4,3,3,3,4,4,4,4,3,2,2,4,4,3,3,3,3,2,4,2,18,1,16.65,1,1500,1,0,0,0,0,0,0,811,1
4862,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,2053,0,1,2,2,2,2,1,,,,,,,,,,3,5,3,4,4,3,3,3,4,4,4,4,3,2,2,4,4,3,3,3,3,2,4,2,18,1,16.65,1,1500,1,0,0,0,0,0,0,811,2
4863,0,0,0,0,0,0,0,0,40,0,1,0,1,0,1,20,1,1,0,0,1,2053,0,1,2,2,2,2,1,,,,,,,,,,3,5,3,4,4,3,3,3,4,4,4,4,3,2,2,4,4,3,3,3,3,2,4,2,18,1,16.65,1,1500,1,0,0,0,0,0,0,811,3
4864,0,0,0,0,0,0,0,1,20,0,0,1,0,1,1,5,1,1,0,0,0,2053,0,1,2,2,2,2,1,,,,,,,,,,3,5,3,4,4,3,3,3,4,4,4,4,3,2,2,4,4,3,3,3,3,2,4,2,18,1,16.65,1,1500,1,0,0,0,0,0,0,811,4
4865,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,2053,0,1,2,2,2,2,1,,,,,,,,,,3,5,3,4,4,3,3,3,4,4,4,4,3,2,2,4,4,3,3,3,3,2,4,2,18,1,16.65,1,1500,1,0,0,0,0,0,0,811,5
4866,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,2053,0,1,2,2,2,2,1,,,,,,,,,,3,5,3,4,4,3,3,3,4,4,4,4,3,2,2,4,4,3,3,3,3,2,4,2,18,1,16.65,1,1500,1,0,0,0,0,0,0,811,6
4867,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,2054,0,1,3,2,1,2,2,,,,,,,,,,2,2,4,3,1,2,4,4,5,4,3,5,3,2,4,4,5,5,5,3,1,1,3,7,21,2,28.35,1,500,0,1,0,0,0,0,0,812,1
4868,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,2054,0,1,3,2,1,2,2,,,,,,,,,,2,2,4,3,1,2,4,4,5,4,3,5,3,2,4,4,5,5,5,3,1,1,3,7,21,2,28.35,1,500,0,1,0,0,0,0,0,812,2
4869,0,0,0,0,0,0,0,1,10,0,1,0,0,0,1,30,1,0,1,0,1,2054,0,1,3,2,1,2,2,,,,,,,,,,2,2,4,3,1,2,4,4,5,4,3,5,3,2,4,4,5,5,5,3,1,1,3,7,21,2,28.35,1,500,0,1,0,0,0,0,0,812,3
4870,0,0,1,0,0,0,0,1,60,0,0,1,0,1,0,5,0,1,0,0,0,2054,0,1,3,2,1,2,2,,,,,,,,,,2,2,4,3,1,2,4,4,5,4,3,5,3,2,4,4,5,5,5,3,1,1,3,7,21,2,28.35,1,500,0,1,0,0,0,0,0,812,4
4871,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,2054,0,1,3,2,1,2,2,,,,,,,,,,2,2,4,3,1,2,4,4,5,4,3,5,3,2,4,4,5,5,5,3,1,1,3,7,21,2,28.35,1,500,0,1,0,0,0,0,0,812,5
4872,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,2054,0,1,3,2,1,2,2,,,,,,,,,,2,2,4,3,1,2,4,4,5,4,3,5,3,2,4,4,5,5,5,3,1,1,3,7,21,2,28.35,1,500,0,1,0,0,0,0,0,812,6
4873,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,2055,1,2,3,3,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,3,25,1,8.3999996,1,2500,1,0,0,0,0,0,0,813,1
4874,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,2055,1,2,3,3,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,3,25,1,8.3999996,1,2500,1,0,0,0,0,0,0,813,2
4875,0,0,0,0,0,0,0,1,10,1,1,0,0,0,1,30,0,0,1,0,1,2055,1,2,3,3,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,3,25,1,8.3999996,1,2500,1,0,0,0,0,0,0,813,3
4876,0,0,0,0,0,0,0,1,60,1,0,1,0,1,0,5,0,1,0,0,0,2055,1,2,3,3,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,3,25,1,8.3999996,1,2500,1,0,0,0,0,0,0,813,4
4877,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,2055,1,2,3,3,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,3,25,1,8.3999996,1,2500,1,0,0,0,0,0,0,813,5
4878,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,2055,1,2,3,3,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,3,25,1,8.3999996,1,2500,1,0,0,0,0,0,0,813,6
4879,0,0,1,0,0,0,0,0,40,0,1,0,0,1,0,10,0,1,0,1,0,2056,1,4,1,2,1,2,1,,,,,,,,,,4,5,5,3,2,2,1,1,2,4,3,5,2,5,1,2,5,2,4,5,1,4,5,6,48,1,16.620001,1,4000,1,0,0,0,0,0,0,814,1
4880,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,2056,1,4,1,2,1,2,1,,,,,,,,,,4,5,5,3,2,2,1,1,2,4,3,5,2,5,1,2,5,2,4,5,1,4,5,6,48,1,16.620001,1,4000,1,0,0,0,0,0,0,814,2
4881,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,2056,1,4,1,2,1,2,1,,,,,,,,,,4,5,5,3,2,2,1,1,2,4,3,5,2,5,1,2,5,2,4,5,1,4,5,6,48,1,16.620001,1,4000,1,0,0,0,0,0,0,814,3
4882,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,2056,1,4,1,2,1,2,1,,,,,,,,,,4,5,5,3,2,2,1,1,2,4,3,5,2,5,1,2,5,2,4,5,1,4,5,6,48,1,16.620001,1,4000,1,0,0,0,0,0,0,814,4
4883,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,2056,1,4,1,2,1,2,1,,,,,,,,,,4,5,5,3,2,2,1,1,2,4,3,5,2,5,1,2,5,2,4,5,1,4,5,6,48,1,16.620001,1,4000,1,0,0,0,0,0,0,814,5
4884,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,2056,1,4,1,2,1,2,1,,,,,,,,,,4,5,5,3,2,2,1,1,2,4,3,5,2,5,1,2,5,2,4,5,1,4,5,6,48,1,16.620001,1,4000,1,0,0,0,0,0,0,814,6
4885,0,0,0,0,0,0,0,1,30,1,0,0,1,0,1,30,0,0,1,0,0,2058,1,3,4,1,2,2,1,,,,,,,,,,1,4,1,5,3,3,2,5,4,4,7,7,5,5,3,5,5,5,5,5,4,2,4,1,36,1,17.5,1,1500,1,0,0,0,0,0,0,815,1
4886,0,0,0,0,0,0,0,0,30,1,0,0,0,1,0,10,0,0,1,1,0,2058,1,3,4,1,2,2,1,,,,,,,,,,1,4,1,5,3,3,2,5,4,4,7,7,5,5,3,5,5,5,5,5,4,2,4,1,36,1,17.5,1,1500,1,0,0,0,0,0,0,815,2
4887,0,0,0,0,0,0,0,0,30,1,0,1,0,0,0,60,0,0,0,0,1,2058,1,3,4,1,2,2,1,,,,,,,,,,1,4,1,5,3,3,2,5,4,4,7,7,5,5,3,5,5,5,5,5,4,2,4,1,36,1,17.5,1,1500,1,0,0,0,0,0,0,815,3
4888,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,2058,1,3,4,1,2,2,1,,,,,,,,,,1,4,1,5,3,3,2,5,4,4,7,7,5,5,3,5,5,5,5,5,4,2,4,1,36,1,17.5,1,1500,1,0,0,0,0,0,0,815,4
4889,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,20,1,1,0,0,0,2058,1,3,4,1,2,2,1,,,,,,,,,,1,4,1,5,3,3,2,5,4,4,7,7,5,5,3,5,5,5,5,5,4,2,4,1,36,1,17.5,1,1500,1,0,0,0,0,0,0,815,5
4890,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,2058,1,3,4,1,2,2,1,,,,,,,,,,1,4,1,5,3,3,2,5,4,4,7,7,5,5,3,5,5,5,5,5,4,2,4,1,36,1,17.5,1,1500,1,0,0,0,0,0,0,815,6
4891,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,2060,0,2,3,2,2,1,1,,,,,,,,,,2,4,2,2,2,5,2,2,2,4,2,6,5,2,4,4,5,2,4,3,4,3,4,2,27,1,25.129999,1,2500,1,0,0,0,0,0,0,816,1
4892,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,10,1,0,0,0,1,2060,0,2,3,2,2,1,1,,,,,,,,,,2,4,2,2,2,5,2,2,2,4,2,6,5,2,4,4,5,2,4,3,4,3,4,2,27,1,25.129999,1,2500,1,0,0,0,0,0,0,816,2
4893,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,2060,0,2,3,2,2,1,1,,,,,,,,,,2,4,2,2,2,5,2,2,2,4,2,6,5,2,4,4,5,2,4,3,4,3,4,2,27,1,25.129999,1,2500,1,0,0,0,0,0,0,816,3
4894,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,2060,0,2,3,2,2,1,1,,,,,,,,,,2,4,2,2,2,5,2,2,2,4,2,6,5,2,4,4,5,2,4,3,4,3,4,2,27,1,25.129999,1,2500,1,0,0,0,0,0,0,816,4
4895,0,0,1,0,0,0,0,0,40,0,0,1,1,0,1,40,0,0,0,0,1,2060,0,2,3,2,2,1,1,,,,,,,,,,2,4,2,2,2,5,2,2,2,4,2,6,5,2,4,4,5,2,4,3,4,3,4,2,27,1,25.129999,1,2500,1,0,0,0,0,0,0,816,5
4896,0,0,1,0,0,0,0,1,10,0,0,0,1,0,1,40,0,0,1,0,1,2060,0,2,3,2,2,1,1,,,,,,,,,,2,4,2,2,2,5,2,2,2,4,2,6,5,2,4,4,5,2,4,3,4,3,4,2,27,1,25.129999,1,2500,1,0,0,0,0,0,0,816,6
4897,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,2061,0,2,1,1,1,1,1,,,,,,,,,,3,4,5,5,3,1,3,3,4,5,4,4,1,3,3,5,5,3,3,1,1,3,3,6,26,1,11.83,1,2500,1,0,0,0,0,0,0,817,1
4898,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,30,0,0,0,1,0,2061,0,2,1,1,1,1,1,,,,,,,,,,3,4,5,5,3,1,3,3,4,5,4,4,1,3,3,5,5,3,3,1,1,3,3,6,26,1,11.83,1,2500,1,0,0,0,0,0,0,817,2
