"","person","set","choice","cost_alt1","beach_25_alt1","beach_50_alt1","beach_75_alt1","beach_90_alt1","coastal_5_alt1","coastal_10_alt1","coastal_15_alt1","coastal_20_alt1","intl_3_alt1","intl_5_alt1","intl_10_alt1","intl_15_alt1","foreign_5_alt1","foreign_10_alt1","foreign_15_alt1","foreign_20_alt1","csplit_50home_alt1","csplit_75home_alt1","cost_alt2","beach_25_alt2","beach_50_alt2","beach_75_alt2","beach_90_alt2","coastal_5_alt2","coastal_10_alt2","coastal_15_alt2","coastal_20_alt2","intl_3_alt2","intl_5_alt2","intl_10_alt2","intl_15_alt2","foreign_5_alt2","foreign_10_alt2","foreign_15_alt2","foreign_20_alt2","csplit_50home_alt2","csplit_75home_alt2","cost_alt3","beach_25_alt3","beach_50_alt3","beach_75_alt3","beach_90_alt3","coastal_5_alt3","coastal_10_alt3","coastal_15_alt3","coastal_20_alt3","intl_3_alt3","intl_5_alt3","intl_10_alt3","intl_15_alt3","foreign_5_alt3","foreign_10_alt3","foreign_15_alt3","foreign_20_alt3","csplit_50home_alt3","csplit_75home_alt3","gender1","education1","income_num","household","hhchildren","environorg","sector_fishprocess","sector_renewable","sector_oilgas","sector_marine_other","sector_no_marine","yourbeachplastic","intlplasticexperience","usavisit"
"21389",4307,4,3,306.499765352471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,469.966306873789,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,85000.5,2,0,1,0,0,0,0,1,1,1,2
"21390",4307,5,1,153.249882676235,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,306.499765352471,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,85000.5,2,0,1,0,0,0,0,1,1,1,2
"21391",4308,1,1,122.599906140988,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,122.599906140988,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,1,0,1,0,0,0,0,1,1,1,2
"21392",4308,2,3,71.5166119155766,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,122.599906140988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,1,0,1,0,0,0,0,1,1,1,2
"21393",4308,3,3,122.599906140988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,469.966306873789,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,1,0,1,0,0,0,0,1,1,1,2
"21394",4308,4,2,469.966306873789,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,71.5166119155766,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,1,0,1,0,0,0,0,1,1,1,2
"21395",4308,5,2,306.499765352471,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,306.499765352471,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,1,0,1,0,0,0,0,1,1,1,2
"21396",4309,1,2,469.966306873789,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5166119155766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60000.5,2,0,2,0,0,0,0,1,1,3,1
"21397",4309,2,2,71.5166119155766,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,71.5166119155766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60000.5,2,0,2,0,0,0,0,1,1,3,1
"21398",4309,3,2,122.599906140988,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,122.599906140988,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60000.5,2,0,2,0,0,0,0,1,1,3,1
"21399",4309,4,2,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60000.5,2,0,2,0,0,0,0,1,1,3,1
"21400",4309,5,1,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,306.499765352471,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60000.5,2,0,2,0,0,0,0,1,1,3,1
"21426",4315,1,3,469.966306873789,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,1,0,0,0,0,1,1,1,2
"21427",4315,2,1,306.499765352471,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,469.966306873789,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,1,0,0,0,0,1,1,1,2
"21428",4315,3,3,469.966306873789,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,306.499765352471,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,1,0,0,0,0,1,1,1,2
"21429",4315,4,3,306.499765352471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,469.966306873789,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,1,0,0,0,0,1,1,1,2
"21430",4315,5,1,153.249882676235,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,306.499765352471,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16250.5,2,0,1,0,0,0,0,1,1,1,2
"21431",4316,1,2,469.966306873789,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,71.5166119155766,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,1,0,2,0,0,0,0,1,1,2,2
"21432",4316,2,2,469.966306873789,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,71.5166119155766,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,1,0,2,0,0,0,0,1,1,2,2
"21433",4316,3,1,71.5166119155766,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,122.599906140988,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,1,0,2,0,0,0,0,1,1,2,2
"21434",4316,4,2,122.599906140988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,122.599906140988,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,1,0,2,0,0,0,0,1,1,2,2
"21435",4316,5,2,122.599906140988,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,122.599906140988,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,1,0,2,0,0,0,0,1,1,2,2
"21451",4320,1,2,71.5166119155766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"21452",4320,2,1,71.5166119155766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"21453",4320,3,1,469.966306873789,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,469.966306873789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"21454",4320,4,2,306.499765352471,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"21455",4320,5,1,153.249882676235,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,469.966306873789,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,60000.5,2,0,2,0,0,0,0,1,1,1,2
"21461",4322,1,2,153.249882676235,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,71.5166119155766,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,60000.5,3,1,1,0,0,0,0,1,1,1,2
"21462",4322,2,3,122.599906140988,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,60000.5,3,1,1,0,0,0,0,1,1,1,2
"21463",4322,3,3,122.599906140988,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,122.599906140988,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,60000.5,3,1,1,0,0,0,0,1,1,1,2
"21464",4322,4,3,306.499765352471,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,153.249882676235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,60000.5,3,1,1,0,0,0,0,1,1,1,2
"21465",4322,5,3,71.5166119155766,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,122.599906140988,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,60000.5,3,1,1,0,0,0,0,1,1,1,2
"21476",4325,1,2,469.966306873789,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,1,0,2,0,0,0,0,1,1,1,2
"21477",4325,2,1,71.5166119155766,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,1,0,2,0,0,0,0,1,1,1,2
"21478",4325,3,2,153.249882676235,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,153.249882676235,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,1,0,2,0,0,0,0,1,1,1,2
"21479",4325,4,1,153.249882676235,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,1,0,2,0,0,0,0,1,1,1,2
"21480",4325,5,1,153.249882676235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,469.966306873789,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,1,0,2,0,0,0,0,1,1,1,2
"21496",4329,1,2,306.499765352471,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,306.499765352471,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,1,0,0,0,0,1,1,1,2
"21497",4329,2,2,122.599906140988,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,153.249882676235,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,1,0,0,0,0,1,1,1,2
"21498",4329,3,1,306.499765352471,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,122.599906140988,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,1,0,0,0,0,1,1,1,2
"21499",4329,4,2,306.499765352471,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,71.5166119155766,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,1,0,0,0,0,1,1,1,2
"21500",4329,5,1,71.5166119155766,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,1,0,0,0,0,1,1,1,2
"21521",4334,1,2,71.5166119155766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,125000.5,2,1,2,1,0,0,0,0,3,3,2
"21522",4334,2,3,71.5166119155766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,125000.5,2,1,2,1,0,0,0,0,3,3,2
"21523",4334,3,3,469.966306873789,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,469.966306873789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,125000.5,2,1,2,1,0,0,0,0,3,3,2
"21524",4334,4,3,306.499765352471,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,125000.5,2,1,2,1,0,0,0,0,3,3,2
"21525",4334,5,3,153.249882676235,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,469.966306873789,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,125000.5,2,1,2,1,0,0,0,0,3,3,2
"21546",4339,1,3,469.966306873789,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,469.966306873789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40000.5,3,0,2,0,0,0,0,1,1,3,2
"21547",4339,2,3,71.5166119155766,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40000.5,3,0,2,0,0,0,0,1,1,3,2
"21548",4339,3,3,153.249882676235,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,153.249882676235,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40000.5,3,0,2,0,0,0,0,1,1,3,2
"21549",4339,4,3,153.249882676235,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40000.5,3,0,2,0,0,0,0,1,1,3,2
"21550",4339,5,3,153.249882676235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,469.966306873789,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40000.5,3,0,2,0,0,0,0,1,1,3,2
"21556",4341,1,3,306.499765352471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306.499765352471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,0,2,0,0,0,0,1,5,4,2
"21557",4341,2,3,71.5166119155766,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,153.249882676235,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,0,2,0,0,0,0,1,5,4,2
"21558",4341,3,3,469.966306873789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,0,2,0,0,0,0,1,5,4,2
"21559",4341,4,3,153.249882676235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306.499765352471,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,0,2,0,0,0,0,1,5,4,2
"21560",4341,5,3,71.5166119155766,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,306.499765352471,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25000.5,2,0,2,0,0,0,0,1,5,4,2
"21586",4347,1,1,71.5166119155766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306.499765352471,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,1,2,0,0,0,0,1,1,1,2
"21587",4347,2,1,71.5166119155766,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,1,2,0,0,0,0,1,1,1,2
"21588",4347,3,3,469.966306873789,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,469.966306873789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,1,2,0,0,0,0,1,1,1,2
"21589",4347,4,3,306.499765352471,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,1,2,0,0,0,0,1,1,1,2
"21590",4347,5,3,153.249882676235,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,469.966306873789,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40000.5,2,1,2,0,0,0,0,1,1,1,2
"21606",4351,1,2,469.966306873789,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,71.5166119155766,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"21607",4351,2,2,71.5166119155766,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,71.5166119155766,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"21608",4351,3,3,122.599906140988,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,122.599906140988,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"21609",4351,4,3,469.966306873789,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,153.249882676235,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"21610",4351,5,1,71.5166119155766,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,306.499765352471,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40000.5,2,0,2,0,0,0,0,1,1,1,2
"21611",4352,1,2,306.499765352471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306.499765352471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,60000.5,2,1,1,0,0,1,0,0,2,1,2
"21612",4352,2,3,71.5166119155766,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,153.249882676235,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,60000.5,2,1,1,0,0,1,0,0,2,1,2
"21613",4352,3,3,469.966306873789,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,60000.5,2,1,1,0,0,1,0,0,2,1,2
"21614",4352,4,3,153.249882676235,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,306.499765352471,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,60000.5,2,1,1,0,0,1,0,0,2,1,2
"21615",4352,5,3,71.5166119155766,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,306.499765352471,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,60000.5,2,1,1,0,0,1,0,0,2,1,2
"21616",4353,1,2,306.499765352471,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,153.249882676235,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,1,2,0,0,0,0,1,2,1,1
"21617",4353,2,3,469.966306873789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,122.599906140988,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,1,2,0,0,0,0,1,2,1,1
"21618",4353,3,3,469.966306873789,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153.249882676235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,1,2,0,0,0,0,1,2,1,1
"21619",4353,4,3,469.966306873789,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,122.599906140988,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,1,2,0,0,0,0,1,2,1,1
"21620",4353,5,3,306.499765352471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,71.5166119155766,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40000.5,2,1,2,0,0,0,0,1,2,1,1
"21651",4360,1,2,153.249882676235,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,71.5166119155766,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40000.5,4,0,2,0,0,0,0,1,1,2,2
"21652",4360,2,1,122.599906140988,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,469.966306873789,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40000.5,4,0,2,0,0,0,0,1,1,2,2
"21653",4360,3,2,122.599906140988,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,122.599906140988,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40000.5,4,0,2,0,0,0,0,1,1,2,2
