line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,q1,q2,q3,q4,q4_other,q5_1,q5_2,q5_3,q6,q7,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,block,choice1,choice2,choice3,choice4,choice5,choice6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q28,angling,scuba,q31,q32,q33,q34,earner,q36_1,q36_2,q36_3,edu,job,age,country,dist_db,dist_coast,dist_nsea,dist2_db,dist2_coast,dist2_nsea,inttime,resumed,income,lnincome,hhsize,children,child,firstcard,job1,job2,job3,job4,job5,job6,job7,job8,certainty1,certainty2,certainty3,certainty4,certainty5,certainty6,certainty,status,secfish,secrenew,secoil,secmarine,marinesector,coast1m,coast2m,coast4m,coast6m,coast10m,coast25m,coast50m,tottime,lntottime,tottimek,tottimek2,incomek,id,set
4620,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,40,0,0,1,0,1,1979,1,1,0,1,4,2,NA,4,4,3,1,1,3,0,1,0,2,0,0,0,NA,3,1,0,1,1,1,1,1,3,2,3,3,2,2,2,2,2,3,2,2,1,4,3,4,5,5,5,3,2,3,4,4,4,4,2,3,0,0,0,2,1,5,4,0,0,4,0,6,4,24,1,377.942596435547,73.8714981079102,131.406829833984,375.109008789062,77.3788681030273,130.040786743164,12.02,1,4000,8.2940493,4,0,0,3,0,0,0,1,0,0,0,0,4,5,4,3,3,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,721.20001,6.5809164,.72119999,.52012944,4,770,6
4621,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,60,0,0,1,0,0,1980,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,0,0,3,0,NA,2,0,0,1,3,1,1,3,2,2,2,3,2,3,2,4,4,4,4,4,3,5,4,3,3,5,5,3,4,3,5,4,4,4,4,4,1,0,1,2,3,4,3,1,0,2,0,3,1,26,1,455.453521728516,36.0047035217285,39.6781578063965,439.407043457031,34.3935356140137,34.3935356140137,8.1000004,1,2500,7.8240461,2,0,0,2,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,1,486.00003,6.1862087,.48600003,.23619603,2.5,771,1
4622,1,0,0,0,0,0,0,1,20,1,0,0,0,1,1,5,0,0,0,1,0,1980,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,0,0,3,0,NA,2,0,0,1,3,1,1,3,2,2,2,3,2,3,2,4,4,4,4,4,3,5,4,3,3,5,5,3,4,3,5,4,4,4,4,4,1,0,1,2,3,4,3,1,0,2,0,3,1,26,1,455.453521728516,36.0047035217285,39.6781578063965,439.407043457031,34.3935356140137,34.3935356140137,8.1000004,1,2500,7.8240461,2,0,0,2,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,1,486.00003,6.1862087,.48600003,.23619603,2.5,771,2
4623,1,0,0,0,0,0,0,1,40,0,1,0,1,0,0,20,1,1,0,0,1,1980,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,0,0,3,0,NA,2,0,0,1,3,1,1,3,2,2,2,3,2,3,2,4,4,4,4,4,3,5,4,3,3,5,5,3,4,3,5,4,4,4,4,4,1,0,1,2,3,4,3,1,0,2,0,3,1,26,1,455.453521728516,36.0047035217285,39.6781578063965,439.407043457031,34.3935356140137,34.3935356140137,8.1000004,1,2500,7.8240461,2,0,0,2,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,1,486.00003,6.1862087,.48600003,.23619603,2.5,771,3
4624,1,0,0,0,0,0,0,0,20,1,0,1,0,1,0,5,0,1,0,0,0,1980,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,0,0,3,0,NA,2,0,0,1,3,1,1,3,2,2,2,3,2,3,2,4,4,4,4,4,3,5,4,3,3,5,5,3,4,3,5,4,4,4,4,4,1,0,1,2,3,4,3,1,0,2,0,3,1,26,1,455.453521728516,36.0047035217285,39.6781578063965,439.407043457031,34.3935356140137,34.3935356140137,8.1000004,1,2500,7.8240461,2,0,0,2,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,1,486.00003,6.1862087,.48600003,.23619603,2.5,771,4
4625,1,0,0,0,0,0,0,0,10,0,0,1,1,0,1,20,1,0,0,1,0,1980,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,0,0,3,0,NA,2,0,0,1,3,1,1,3,2,2,2,3,2,3,2,4,4,4,4,4,3,5,4,3,3,5,5,3,4,3,5,4,4,4,4,4,1,0,1,2,3,4,3,1,0,2,0,3,1,26,1,455.453521728516,36.0047035217285,39.6781578063965,439.407043457031,34.3935356140137,34.3935356140137,8.1000004,1,2500,7.8240461,2,0,0,2,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,1,486.00003,6.1862087,.48600003,.23619603,2.5,771,5
4626,1,0,0,0,0,0,0,1,60,1,1,0,0,1,0,60,0,0,1,0,0,1980,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,1,0,0,3,0,NA,2,0,0,1,3,1,1,3,2,2,2,3,2,3,2,4,4,4,4,4,3,5,4,3,3,5,5,3,4,3,5,4,4,4,4,4,1,0,1,2,3,4,3,1,0,2,0,3,1,26,1,455.453521728516,36.0047035217285,39.6781578063965,439.407043457031,34.3935356140137,34.3935356140137,8.1000004,1,2500,7.8240461,2,0,0,2,1,0,0,0,0,0,0,0,3,3,4,4,3,3,20,0,0,0,0,0,0,0,0,0,0,0,1,1,486.00003,6.1862087,.48600003,.23619603,2.5,771,6
4627,1,0,0,0,0,0,0,1,20,1,1,0,0,1,1,60,0,0,1,1,0,1981,1,6,0,1,5,2,NA,4,4,2,1,1,1,0,0,2,3,0,0,1,1,2,0,0,0,1,0,1,1,3,2,3,1,3,1,2,2,3,4,2,3,3,4,3,4,4,4,6,3,4,3,4,4,4,4,3,3,0,0,0,3,2,5,2,1,1,1,1,4,2,67,1,358.889862060547,15.034987449646,15.034987449646,363.788787841797,19.0515594482422,19.0515594482422,21.17,1,1500,7.3132205,3,1,1,1,0,1,0,0,0,0,0,0,4,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1270.2,7.1469297,1.2701999,1.6134077,1.5,772,1
4628,1,0,0,0,0,0,0,1,20,0,0,0,1,0,0,10,1,0,0,0,1,1981,1,6,0,1,5,2,NA,4,4,2,1,1,1,0,0,2,3,0,0,1,1,2,0,0,0,1,0,1,1,3,2,3,1,3,1,2,2,3,4,2,3,3,4,3,4,4,4,6,3,4,3,4,4,4,4,3,3,0,0,0,3,2,5,2,1,1,1,1,4,2,67,1,358.889862060547,15.034987449646,15.034987449646,363.788787841797,19.0515594482422,19.0515594482422,21.17,1,1500,7.3132205,3,1,1,1,0,1,0,0,0,0,0,0,4,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1270.2,7.1469297,1.2701999,1.6134077,1.5,772,2
4629,1,0,1,0,0,0,0,0,10,0,1,0,0,0,0,30,0,0,1,0,1,1981,1,6,0,1,5,2,NA,4,4,2,1,1,1,0,0,2,3,0,0,1,1,2,0,0,0,1,0,1,1,3,2,3,1,3,1,2,2,3,4,2,3,3,4,3,4,4,4,6,3,4,3,4,4,4,4,3,3,0,0,0,3,2,5,2,1,1,1,1,4,2,67,1,358.889862060547,15.034987449646,15.034987449646,363.788787841797,19.0515594482422,19.0515594482422,21.17,1,1500,7.3132205,3,1,1,1,0,1,0,0,0,0,0,0,4,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1270.2,7.1469297,1.2701999,1.6134077,1.5,772,3
4630,1,0,0,0,0,0,0,0,60,0,0,1,0,1,1,5,1,1,0,0,0,1981,1,6,0,1,5,2,NA,4,4,2,1,1,1,0,0,2,3,0,0,1,1,2,0,0,0,1,0,1,1,3,2,3,1,3,1,2,2,3,4,2,3,3,4,3,4,4,4,6,3,4,3,4,4,4,4,3,3,0,0,0,3,2,5,2,1,1,1,1,4,2,67,1,358.889862060547,15.034987449646,15.034987449646,363.788787841797,19.0515594482422,19.0515594482422,21.17,1,1500,7.3132205,3,1,1,1,0,1,0,0,0,0,0,0,4,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1270.2,7.1469297,1.2701999,1.6134077,1.5,772,4
4631,1,0,1,0,0,0,0,1,40,0,0,1,1,0,0,40,0,0,0,0,1,1981,1,6,0,1,5,2,NA,4,4,2,1,1,1,0,0,2,3,0,0,1,1,2,0,0,0,1,0,1,1,3,2,3,1,3,1,2,2,3,4,2,3,3,4,3,4,4,4,6,3,4,3,4,4,4,4,3,3,0,0,0,3,2,5,2,1,1,1,1,4,2,67,1,358.889862060547,15.034987449646,15.034987449646,363.788787841797,19.0515594482422,19.0515594482422,21.17,1,1500,7.3132205,3,1,1,1,0,1,0,0,0,0,0,0,4,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1270.2,7.1469297,1.2701999,1.6134077,1.5,772,5
4632,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,40,0,0,1,0,1,1981,1,6,0,1,5,2,NA,4,4,2,1,1,1,0,0,2,3,0,0,1,1,2,0,0,0,1,0,1,1,3,2,3,1,3,1,2,2,3,4,2,3,3,4,3,4,4,4,6,3,4,3,4,4,4,4,3,3,0,0,0,3,2,5,2,1,1,1,1,4,2,67,1,358.889862060547,15.034987449646,15.034987449646,363.788787841797,19.0515594482422,19.0515594482422,21.17,1,1500,7.3132205,3,1,1,1,0,1,0,0,0,0,0,0,4,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1270.2,7.1469297,1.2701999,1.6134077,1.5,772,6
4633,1,0,0,0,0,0,0,1,40,1,1,0,0,1,1,10,0,1,0,1,0,1983,0,1,0,1,6,NA,NA,4,4,4,0,0,2,0,1,3,0,0,0,0,NA,3,0,0,0,1,0,1,1,1,2,2,3,3,3,2,1,2,2,2,2,3,5,5,5,5,7,7,5,4,4,4,5,5,5,5,3,1,0,0,0,4,6,2,0,0,4,0,5,4,21,1,371.208435058594,79.2876586914062,115.516998291016,359.478179931641,92.4343872070312,101.839385986328,19.299999,1,1500,7.3132205,4,0,0,5,0,0,0,1,0,0,0,0,4,5,5,5,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,7.0544496,1.158,1.340964,1.5,773,1
4634,1,0,0,0,0,0,0,1,5,1,1,0,0,0,0,30,0,0,0,1,0,1983,0,1,0,1,6,NA,NA,4,4,4,0,0,2,0,1,3,0,0,0,0,NA,3,0,0,0,1,0,1,1,1,2,2,3,3,3,2,1,2,2,2,2,3,5,5,5,5,7,7,5,4,4,4,5,5,5,5,3,1,0,0,0,4,6,2,0,0,4,0,5,4,21,1,371.208435058594,79.2876586914062,115.516998291016,359.478179931641,92.4343872070312,101.839385986328,19.299999,1,1500,7.3132205,4,0,0,5,0,0,0,1,0,0,0,0,4,5,5,5,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,7.0544496,1.158,1.340964,1.5,773,2
4635,1,0,0,0,0,0,0,1,60,0,0,1,0,0,1,5,1,1,0,1,0,1983,0,1,0,1,6,NA,NA,4,4,4,0,0,2,0,1,3,0,0,0,0,NA,3,0,0,0,1,0,1,1,1,2,2,3,3,3,2,1,2,2,2,2,3,5,5,5,5,7,7,5,4,4,4,5,5,5,5,3,1,0,0,0,4,6,2,0,0,4,0,5,4,21,1,371.208435058594,79.2876586914062,115.516998291016,359.478179931641,92.4343872070312,101.839385986328,19.299999,1,1500,7.3132205,4,0,0,5,0,0,0,1,0,0,0,0,4,5,5,5,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,7.0544496,1.158,1.340964,1.5,773,3
4636,1,0,0,0,0,0,0,0,40,0,0,0,0,1,1,30,1,0,1,1,0,1983,0,1,0,1,6,NA,NA,4,4,4,0,0,2,0,1,3,0,0,0,0,NA,3,0,0,0,1,0,1,1,1,2,2,3,3,3,2,1,2,2,2,2,3,5,5,5,5,7,7,5,4,4,4,5,5,5,5,3,1,0,0,0,4,6,2,0,0,4,0,5,4,21,1,371.208435058594,79.2876586914062,115.516998291016,359.478179931641,92.4343872070312,101.839385986328,19.299999,1,1500,7.3132205,4,0,0,5,0,0,0,1,0,0,0,0,4,5,5,5,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,7.0544496,1.158,1.340964,1.5,773,4
4637,1,0,0,0,0,0,0,0,30,0,1,0,1,0,1,40,1,1,0,0,1,1983,0,1,0,1,6,NA,NA,4,4,4,0,0,2,0,1,3,0,0,0,0,NA,3,0,0,0,1,0,1,1,1,2,2,3,3,3,2,1,2,2,2,2,3,5,5,5,5,7,7,5,4,4,4,5,5,5,5,3,1,0,0,0,4,6,2,0,0,4,0,5,4,21,1,371.208435058594,79.2876586914062,115.516998291016,359.478179931641,92.4343872070312,101.839385986328,19.299999,1,1500,7.3132205,4,0,0,5,0,0,0,1,0,0,0,0,4,5,5,5,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,7.0544496,1.158,1.340964,1.5,773,5
4638,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,40,0,0,1,0,1,1983,0,1,0,1,6,NA,NA,4,4,4,0,0,2,0,1,3,0,0,0,0,NA,3,0,0,0,1,0,1,1,1,2,2,3,3,3,2,1,2,2,2,2,3,5,5,5,5,7,7,5,4,4,4,5,5,5,5,3,1,0,0,0,4,6,2,0,0,4,0,5,4,21,1,371.208435058594,79.2876586914062,115.516998291016,359.478179931641,92.4343872070312,101.839385986328,19.299999,1,1500,7.3132205,4,0,0,5,0,0,0,1,0,0,0,0,4,5,5,5,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,7.0544496,1.158,1.340964,1.5,773,6
4639,1,0,0,0,0,0,0,1,40,0,1,0,0,1,1,10,1,1,0,1,0,1984,0,3,0,1,4,4,NA,4,4,4,0,0,3,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,1,3,2,3,3,3,2,3,4,4,4,3,4,3,1,4,4,3,3,3,2,2,4,4,3,3,3,2,0,0,1,3,1,6,4,0,0,2,0,4,1,42,1,349.548278808594,86.305419921875,86.305419921875,331.901672363281,68.6538696289062,68.6538696289062,13.13,1,4000,8.2940493,2,0,0,4,1,0,0,0,0,0,0,0,4,3,3,3,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,787.79999,6.6692443,.78780001,.62062883,4,774,1
4640,1,0,0,0,0,0,0,1,5,1,1,0,0,0,0,30,0,0,0,1,0,1984,0,3,0,1,4,4,NA,4,4,4,0,0,3,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,1,3,2,3,3,3,2,3,4,4,4,3,4,3,1,4,4,3,3,3,2,2,4,4,3,3,3,2,0,0,1,3,1,6,4,0,0,2,0,4,1,42,1,349.548278808594,86.305419921875,86.305419921875,331.901672363281,68.6538696289062,68.6538696289062,13.13,1,4000,8.2940493,2,0,0,4,1,0,0,0,0,0,0,0,4,3,3,3,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,787.79999,6.6692443,.78780001,.62062883,4,774,2
4641,1,0,0,0,0,0,0,1,60,0,0,1,0,0,1,5,1,1,0,1,0,1984,0,3,0,1,4,4,NA,4,4,4,0,0,3,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,1,3,2,3,3,3,2,3,4,4,4,3,4,3,1,4,4,3,3,3,2,2,4,4,3,3,3,2,0,0,1,3,1,6,4,0,0,2,0,4,1,42,1,349.548278808594,86.305419921875,86.305419921875,331.901672363281,68.6538696289062,68.6538696289062,13.13,1,4000,8.2940493,2,0,0,4,1,0,0,0,0,0,0,0,4,3,3,3,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,787.79999,6.6692443,.78780001,.62062883,4,774,3
4642,1,0,0,0,0,0,0,0,40,0,0,0,0,1,1,30,1,0,1,1,0,1984,0,3,0,1,4,4,NA,4,4,4,0,0,3,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,1,3,2,3,3,3,2,3,4,4,4,3,4,3,1,4,4,3,3,3,2,2,4,4,3,3,3,2,0,0,1,3,1,6,4,0,0,2,0,4,1,42,1,349.548278808594,86.305419921875,86.305419921875,331.901672363281,68.6538696289062,68.6538696289062,13.13,1,4000,8.2940493,2,0,0,4,1,0,0,0,0,0,0,0,4,3,3,3,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,787.79999,6.6692443,.78780001,.62062883,4,774,4
4643,1,0,0,0,0,0,0,0,30,0,1,0,1,0,1,40,1,1,0,0,1,1984,0,3,0,1,4,4,NA,4,4,4,0,0,3,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,1,3,2,3,3,3,2,3,4,4,4,3,4,3,1,4,4,3,3,3,2,2,4,4,3,3,3,2,0,0,1,3,1,6,4,0,0,2,0,4,1,42,1,349.548278808594,86.305419921875,86.305419921875,331.901672363281,68.6538696289062,68.6538696289062,13.13,1,4000,8.2940493,2,0,0,4,1,0,0,0,0,0,0,0,4,3,3,3,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,787.79999,6.6692443,.78780001,.62062883,4,774,5
4644,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,40,0,0,1,0,1,1984,0,3,0,1,4,4,NA,4,4,4,0,0,3,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,1,3,2,3,3,3,2,3,4,4,4,3,4,3,1,4,4,3,3,3,2,2,4,4,3,3,3,2,0,0,1,3,1,6,4,0,0,2,0,4,1,42,1,349.548278808594,86.305419921875,86.305419921875,331.901672363281,68.6538696289062,68.6538696289062,13.13,1,4000,8.2940493,2,0,0,4,1,0,0,0,0,0,0,0,4,3,3,3,2,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,787.79999,6.6692443,.78780001,.62062883,4,774,6
4645,1,0,0,0,0,0,0,1,20,1,1,0,0,1,1,60,0,0,1,1,0,1985,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,3,0,0,0,0,NA,3,0,0,1,1,0,0,1,3,2,2,1,3,1,2,2,4,4,4,4,4,4,3,4,4,4,5,3,2,4,4,5,4,4,4,4,0,0,1,1,3,3,3,1,1,2,0,3,1,36,1,449.670043945312,27.0403499603271,33.5624771118164,445.885314941406,29.9899845123291,31.884204864502,18.370001,1,2500,7.8240461,3,1,1,3,1,0,0,0,0,0,0,0,3,3,4,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1102.2001,7.0050635,1.1022,1.2148449,2.5,775,1
4646,1,0,0,0,0,0,0,1,20,1,0,0,1,0,0,10,0,0,0,0,1,1985,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,3,0,0,0,0,NA,3,0,0,1,1,0,0,1,3,2,2,1,3,1,2,2,4,4,4,4,4,4,3,4,4,4,5,3,2,4,4,5,4,4,4,4,0,0,1,1,3,3,3,1,1,2,0,3,1,36,1,449.670043945312,27.0403499603271,33.5624771118164,445.885314941406,29.9899845123291,31.884204864502,18.370001,1,2500,7.8240461,3,1,1,3,1,0,0,0,0,0,0,0,3,3,4,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1102.2001,7.0050635,1.1022,1.2148449,2.5,775,2
4647,1,0,1,0,0,0,0,0,10,0,1,0,0,0,0,30,0,0,1,0,1,1985,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,3,0,0,0,0,NA,3,0,0,1,1,0,0,1,3,2,2,1,3,1,2,2,4,4,4,4,4,4,3,4,4,4,5,3,2,4,4,5,4,4,4,4,0,0,1,1,3,3,3,1,1,2,0,3,1,36,1,449.670043945312,27.0403499603271,33.5624771118164,445.885314941406,29.9899845123291,31.884204864502,18.370001,1,2500,7.8240461,3,1,1,3,1,0,0,0,0,0,0,0,3,3,4,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1102.2001,7.0050635,1.1022,1.2148449,2.5,775,3
4648,1,0,0,0,0,0,0,0,60,0,0,1,0,1,1,5,1,1,0,0,0,1985,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,3,0,0,0,0,NA,3,0,0,1,1,0,0,1,3,2,2,1,3,1,2,2,4,4,4,4,4,4,3,4,4,4,5,3,2,4,4,5,4,4,4,4,0,0,1,1,3,3,3,1,1,2,0,3,1,36,1,449.670043945312,27.0403499603271,33.5624771118164,445.885314941406,29.9899845123291,31.884204864502,18.370001,1,2500,7.8240461,3,1,1,3,1,0,0,0,0,0,0,0,3,3,4,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1102.2001,7.0050635,1.1022,1.2148449,2.5,775,4
4649,1,0,1,0,0,0,0,1,40,0,0,1,1,0,0,40,0,0,0,0,1,1985,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,3,0,0,0,0,NA,3,0,0,1,1,0,0,1,3,2,2,1,3,1,2,2,4,4,4,4,4,4,3,4,4,4,5,3,2,4,4,5,4,4,4,4,0,0,1,1,3,3,3,1,1,2,0,3,1,36,1,449.670043945312,27.0403499603271,33.5624771118164,445.885314941406,29.9899845123291,31.884204864502,18.370001,1,2500,7.8240461,3,1,1,3,1,0,0,0,0,0,0,0,3,3,4,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1102.2001,7.0050635,1.1022,1.2148449,2.5,775,5
4650,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,40,0,0,1,0,1,1985,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,3,0,0,0,0,NA,3,0,0,1,1,0,0,1,3,2,2,1,3,1,2,2,4,4,4,4,4,4,3,4,4,4,5,3,2,4,4,5,4,4,4,4,0,0,1,1,3,3,3,1,1,2,0,3,1,36,1,449.670043945312,27.0403499603271,33.5624771118164,445.885314941406,29.9899845123291,31.884204864502,18.370001,1,2500,7.8240461,3,1,1,3,1,0,0,0,0,0,0,0,3,3,4,4,3,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1102.2001,7.0050635,1.1022,1.2148449,2.5,775,6
4651,1,0,0,0,0,0,0,1,40,0,1,0,0,1,1,10,1,1,0,1,0,1986,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,3,3,3,2,1,3,5,3,5,5,5,4,1,5,5,4,6,3,3,3,3,3,3,3,3,3,0,0,0,1,1,4,3,0,3,2,0,2,2,43,1,214.995468139648,5.91618967056274,5.91618967056274,232.758407592773,11.5629539489746,11.5629539489746,10.58,1,2500,7.8240461,5,3,1,2,0,1,0,0,0,0,0,0,5,5,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,1,1,1,634.79999,6.45331,.63480002,.40297106,2.5,776,1
4652,1,0,0,0,0,0,0,1,5,0,1,0,0,0,0,30,1,0,0,1,0,1986,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,3,3,3,2,1,3,5,3,5,5,5,4,1,5,5,4,6,3,3,3,3,3,3,3,3,3,0,0,0,1,1,4,3,0,3,2,0,2,2,43,1,214.995468139648,5.91618967056274,5.91618967056274,232.758407592773,11.5629539489746,11.5629539489746,10.58,1,2500,7.8240461,5,3,1,2,0,1,0,0,0,0,0,0,5,5,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,1,1,1,634.79999,6.45331,.63480002,.40297106,2.5,776,2
4653,1,0,0,0,0,0,0,1,60,0,0,1,0,0,1,5,1,1,0,1,0,1986,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,3,3,3,2,1,3,5,3,5,5,5,4,1,5,5,4,6,3,3,3,3,3,3,3,3,3,0,0,0,1,1,4,3,0,3,2,0,2,2,43,1,214.995468139648,5.91618967056274,5.91618967056274,232.758407592773,11.5629539489746,11.5629539489746,10.58,1,2500,7.8240461,5,3,1,2,0,1,0,0,0,0,0,0,5,5,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,1,1,1,634.79999,6.45331,.63480002,.40297106,2.5,776,3
4654,1,0,0,0,0,0,0,0,40,0,0,0,0,1,1,30,1,0,1,1,0,1986,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,3,3,3,2,1,3,5,3,5,5,5,4,1,5,5,4,6,3,3,3,3,3,3,3,3,3,0,0,0,1,1,4,3,0,3,2,0,2,2,43,1,214.995468139648,5.91618967056274,5.91618967056274,232.758407592773,11.5629539489746,11.5629539489746,10.58,1,2500,7.8240461,5,3,1,2,0,1,0,0,0,0,0,0,5,5,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,1,1,1,634.79999,6.45331,.63480002,.40297106,2.5,776,4
4655,1,0,0,0,0,0,0,0,30,1,1,0,1,0,1,40,0,1,0,0,1,1986,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,3,3,3,2,1,3,5,3,5,5,5,4,1,5,5,4,6,3,3,3,3,3,3,3,3,3,0,0,0,1,1,4,3,0,3,2,0,2,2,43,1,214.995468139648,5.91618967056274,5.91618967056274,232.758407592773,11.5629539489746,11.5629539489746,10.58,1,2500,7.8240461,5,3,1,2,0,1,0,0,0,0,0,0,5,5,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,1,1,1,634.79999,6.45331,.63480002,.40297106,2.5,776,5
4656,1,0,1,0,0,0,0,0,5,0,0,1,1,0,0,40,0,0,1,0,1,1986,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,3,3,3,2,1,3,5,3,5,5,5,4,1,5,5,4,6,3,3,3,3,3,3,3,3,3,0,0,0,1,1,4,3,0,3,2,0,2,2,43,1,214.995468139648,5.91618967056274,5.91618967056274,232.758407592773,11.5629539489746,11.5629539489746,10.58,1,2500,7.8240461,5,3,1,2,0,1,0,0,0,0,0,0,5,5,5,5,5,5,30,0,0,0,0,0,0,0,0,0,0,1,1,1,634.79999,6.45331,.63480002,.40297106,2.5,776,6
4657,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,60,0,0,1,0,0,1988,1,2,0,1,3,2,NA,2,2,1,1,1,3,0,1,0,2,0,0,1,1,2,1,0,1,1,1,1,1,2,2,3,3,2,2,2,2,3,3,3,3,4,3,4,4,4,6,6,4,4,4,4,4,4,4,4,4,1,0,0,3,3,3,4,1,1,3,0,6,1,25,1,443.639373779297,53.9055366516113,55.5640907287598,431.275207519531,22.1128673553467,22.1128673553467,13.43,1,4000,8.2940493,4,1,1,6,1,0,0,0,0,0,0,0,3,4,5,4,4,3,23,0,0,0,0,0,0,0,0,0,0,0,1,1,805.80005,6.6918354,.80580002,.64931369,4,777,1
